KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Summerized_og_local_onnet_call_revenue,Revenue from outgoing local calls within the same network.,Summarized ,"Local network calls within the past 30 days generate revenue, revealing internal communication patterns and network usage habits."
Summerized_og_local_onnet_call_revenue,Revenue from outgoing local calls within the same network.,Summarized ,"Revenue generated from calls made within the network over the past 30 days, measuring the financial performance of on-network calls."
Summerized_og_local_onnet_call_revenue,Revenue from outgoing local calls within the same network.,Summarized ,"Intra-network local call revenue over the past 30 days, capturing the volume of internal calls made within the same network."
Summerized_og_local_onnet_call_revenue,Revenue from outgoing local calls within the same network.,Summarized ,"Earnings from local calls within the network over the past 30 days, reflecting the financial performance of intra-network communication."
Summerized_og_local_offnet_call_revenue,Revenue from outgoing local calls to other networks.,Summarized ,"Revenue generated from outgoing local calls to other networks within the past 30 days, measuring the financial outcome of network utilization."
Summerized_og_local_offnet_call_revenue,Revenue from outgoing local calls to other networks.,Summarized ,"Revenue generated from outgoing local calls to other networks over the past 30 days, indicating network usage and call volume."
Summerized_og_local_offnet_call_revenue,Revenue from outgoing local calls to other networks.,Summarized ,"Revenue generated from outgoing local calls to external networks over the past 30 days, reflecting the financial impact of inter-network connectivity."
Summerized_og_local_offnet_call_revenue,Revenue from outgoing local calls to other networks.,Summarized ,"Revenue from outgoing local calls to other networks within the past 30 days, indicating customer communication habits and network capacity utilization."
Summerized_og_local_offnet_call_revenue,Revenue from outgoing local calls to other networks.,Summarized ,"Outgoing local calls to other networks over the past 30 days, a key metric for measuring network utilization and customer engagement, driving revenue growth."
Summerized_og_local_offnet_call_revenue,Revenue from outgoing local calls to other networks.,Summarized ,"Revenue from local calls to other networks within the past 30 days, reflecting the financial impact of inter-network communication and transactions."
Summerized_og_local_offnet_vodafone_call_revenue,Revenue from outgoing local calls to Vodafone network.,Summarized ,"Vodafone's internal call revenue over the past 30 days, indicating customer retention and network engagement through calls within its own network."
Summerized_og_local_offnet_vodafone_call_revenue,Revenue from outgoing local calls to Vodafone network.,Summarized ,"Revenue generated from outgoing local calls to Vodafone's own network, indicating the financial impact of our customers' usage patterns."
Summerized_og_local_offnet_vodafone_call_revenue,Revenue from outgoing local calls to Vodafone network.,Summarized ,"Revenue generated from Vodafone network outgoing local calls over the past 30 days, reflecting our off-network roaming services' financial performance."
Summerized_og_local_offnet_vodafone_call_revenue,Revenue from outgoing local calls to Vodafone network.,Summarized ,"Vodafone network's local outgoing call revenue over the past 30 days, a gauge of customer activity and network reliability."
Summerized_og_local_offnet_vodafone_call_revenue,Revenue from outgoing local calls to Vodafone network.,Summarized ,"Revenue generated from outgoing calls to Vodafone customers over the past 30 days, reflecting the financial performance of local calls to Vodafone network."
Summerized_og_local_offnet_vodafone_call_revenue,Revenue from outgoing local calls to Vodafone network.,Summarized ,"Vodafone's share of local call revenue from outgoing calls to its own network over the past 30 days, reflecting network usage and revenue performance."
Summerized_og_local_offnet_oredoo_call_revenue,Revenue from outgoing local calls to Ooredoo network.,Summarized ,"Total Ooredoo network outbound local call revenue over the past 30 days, representing a key indicator of call volume and revenue performance."
Summerized_og_local_offnet_oredoo_call_revenue,Revenue from outgoing local calls to Ooredoo network.,Summarized ,"Ooredoo's internal call traffic revenue over the past 30 days, highlighting the financial impact of calls made within its own network."
